"700","DET Y appartenir à DET X","TYPE DE LIAISONS ENTRE PARTIES","Inclusion","à 100 % si c'est le cas et de mutuelle. Les patientes venant de l'étranger et appartenant aux pays de la Communauté européenne doivent se munir du formulaire E112. Pour les patientes venant de pays n' appartenant pas à la Communauté européenne, il est demandé une avance des frais. Le coût moyen de la mammographie","plutôt non","","FR/Cancer du sein/Vulgarisation/page19","appartenant","",""
"701","DET Y appartenir à DET X","TYPE DE LIAISONS ENTRE PARTIES","Inclusion",", apportez vos documents administratifs : carte vitale et son attestation, pièce d'identité, papiers de prise en charge à 100 % si c'est le cas et de mutuelle. Les patientes venant de l'étranger et appartenant aux pays de la Communauté européenne doivent se munir du formulaire E112. Pour les patientes venant de pays n'","plutôt non","","FR/Cancer du sein/Vulgarisation/page20","appartenant","",""
"702","DET Y appartenir à DET X","TYPE DE LIAISONS ENTRE PARTIES","Inclusion","à 100 % si c'est le cas et de mutuelle. Les patientes venant de l'étranger et appartenant aux pays de la Communauté européenne doivent se munir du formulaire E112. Pour les patientes venant de pays n' appartenant pas à la Communauté européenne, il est demandé une avance des frais. Le coût moyen du repérage est","plutôt non","","FR/Cancer du sein/Vulgarisation/page20","appartenant","",""
"703","DET Y appartenir à DET X","TYPE DE LIAISONS ENTRE PARTIES","Inclusion",", apportez vos documents administratifs : carte vitale et son attestation, pièce d'identité, papiers de prise en charge à 100 % si c'est le cas et de mutuelle. Les patientes venant de l'étranger et appartenant aux pays de la Communauté européenne doivent se munir du formulaire E112. Pour les patientes venant de pays n'","plutôt non","","FR/Cancer du sein/Vulgarisation/page21","appartenant","",""
"704","DET Y appartenir à DET X","TYPE DE LIAISONS ENTRE PARTIES","Inclusion","à 100 % si c'est le cas et de mutuelle. Les patientes venant de l'étranger et appartenant aux pays de la Communauté européenne doivent se munir du formulaire E112. Pour les patientes venant de pays n' appartenant pas à la Communauté européenne, il est demandé une avance des frais. Le coût moyen d'une échographie","plutôt non","","FR/Cancer du sein/Vulgarisation/page21","appartenant","",""
"705","DET Y appartenir à DET X","TYPE DE LIAISONS ENTRE PARTIES","Inclusion","Research Group of the Cancer Research Campaign ». Ce document a dû être adapté aux pratiques françaises tant dans la forme que pour les informations médicales. Il a été validé par une dizaine de médecins et chercheurs français appartenant au Groupe Génétique et Cancer de la FNCLCC (http : / / www. fnclcc. fr - 101","plutôt oui","","FR/Cancer du sein/Vulgarisation/page22","appartenant","",""
"706","DET Y appartenir à DET X","TYPE DE LIAISONS ENTRE PARTIES","Inclusion","travail a bénéficié de la relecture et des commentaires de médecins, de biologistes, de chercheurs du Groupe Génétique et Cancer, d'une linguiste, de chargés de mission en santé ainsi que de professionnels du domaine psycho-social appartenant à plusieurs Centres de lutte contre le cancer (psychiatre, psychologue, infirmière, assistante sociale). Le","plutôt oui","","FR/Cancer du sein/Vulgarisation/page22","appartenant","",""
"707","DET Y appartenir à DET X","TYPE DE LIAISONS ENTRE PARTIES","Inclusion","de professionnels du domaine psycho-social appartenant à plusieurs Centres de lutte contre le cancer (psychiatre, psychologue, infirmière, assistante sociale). Le livret a été relu et commenté par près de quatre-vingt-dix personnes, des femmes appartenant à des familles concernées ou non et des membres du Comité de Patients de la Ligue Nationale Contre le Cancer","plutôt oui","","FR/Cancer du sein/Vulgarisation/page22","appartenant","",""
"708","DET Y appartenir à DET X","TYPE DE LIAISONS ENTRE PARTIES","Inclusion",": votre carte Vitale et son attestation, une pièce d'identité, vos papiers de prise en charge à 100 %, si c'est le cas, et de mutuelle. Les patientes venant de l'étranger et appartenant aux pays de la Communauté européenne doivent se munir du formulaire E112. Pour les patientes venant de pays n'","plutôt non","","FR/Cancer du sein/Vulgarisation/page37","appartenant","",""
"709","DET Y appartenir à DET X","TYPE DE LIAISONS ENTRE PARTIES","Inclusion","%, si c'est le cas, et de mutuelle. Les patientes venant de l'étranger et appartenant aux pays de la Communauté européenne doivent se munir du formulaire E112. Pour les patientes venant de pays n' appartenant pas à la Communauté européenne, il vous est demandé une avance des frais. Le coût moyen de l'","plutôt non","","FR/Cancer du sein/Vulgarisation/page37","appartenant","",""
"710","DET Y appartenir à DET X","TYPE DE LIAISONS ENTRE PARTIES","Inclusion",": votre carte Vitale et son attestation, une pièce d'identité, vos papiers de prise en charge à 100 %, si c'est le cas, et de mutuelle. Les patientes venant de l'étranger et appartenant aux pays de la Communauté européenne doivent se munir du formulaire E112. Pour les patientes venant de pays n'","plutôt non","","FR/Cancer du sein/Vulgarisation/page38","appartenant","",""
"711","DET Y appartenir à DET X","TYPE DE LIAISONS ENTRE PARTIES","Inclusion","%, si c'est le cas, et de mutuelle. Les patientes venant de l'étranger et appartenant aux pays de la Communauté européenne doivent se munir du formulaire E112. Pour les patientes venant de pays n' appartenant pas à la Communauté européenne, il vous est demandé une avance des frais. Le coût moyen du repérage","plutôt non","","FR/Cancer du sein/Vulgarisation/page38","appartenant","",""
"712","DET Y appartenir à DET X","TYPE DE LIAISONS ENTRE PARTIES","Inclusion",": votre carte Vitale et son attestation, une pièce d'identité, vos papiers de prise en charge à 100 %, si c'est le cas, et de mutuelle. Les patientes venant de l'étranger et appartenant aux pays de la Communauté européenne doivent se munir du formulaire E112. Pour les patientes venant de pays n'","plutôt non","","FR/Cancer du sein/Vulgarisation/page39","appartenant","",""
"713","DET Y appartenir à DET X","TYPE DE LIAISONS ENTRE PARTIES","Inclusion","%, si c'est le cas, et de mutuelle. Les patientes venant de l'étranger et appartenant aux pays de la Communauté européenne doivent se munir du formulaire E112. Pour les patientes venant de pays n' appartenant pas à la Communauté européenne, il vous est demandé une avance des frais. Le coût moyen de l'","plutôt non","","FR/Cancer du sein/Vulgarisation/page39","appartenant","",""
"714","DET Y appartenir à DET X","TYPE DE LIAISONS ENTRE PARTIES","Inclusion",": votre carte Vitale et son attestation, une pièce d'identité, vos papiers de prise en charge à 100 %, si c'est le cas, et de mutuelle. Les patientes venant de l'étranger et appartenant aux pays de la Communauté européenne doivent se munir du formulaire E112. Pour les patientes venant de pays n'","plutôt non","","FR/Cancer du sein/Vulgarisation/page40","appartenant","",""
"715","DET Y appartenir à DET X","TYPE DE LIAISONS ENTRE PARTIES","Inclusion","%, si c'est le cas, et de mutuelle. Les patientes venant de l'étranger et appartenant aux pays de la Communauté européenne doivent se munir du formulaire E112. Pour les patientes venant de pays n' appartenant pas à la Communauté européenne, il vous est demandé une avance des frais. Le coût moyen d'une","plutôt non","","FR/Cancer du sein/Vulgarisation/page40","appartenant","",""
"716","DET Y appartenir à DET X","TYPE DE LIAISONS ENTRE PARTIES","Inclusion",", apportez vos documents administratifs : votre carte Vitale, une pièce d'identité, vos papiers de prise en charge à 100 % si c'est le cas et de mutuelle. Les patientes venant de l'étranger et appartenant aux pays de la Communauté européenne doivent se munir du formulaire E112. Pour les patientes venant de pays n'","plutôt non","","FR/Cancer du sein/Vulgarisation/page41","appartenant","",""
"717","DET Y appartenir à DET X","TYPE DE LIAISONS ENTRE PARTIES","Inclusion","à 100 % si c'est le cas et de mutuelle. Les patientes venant de l'étranger et appartenant aux pays de la Communauté européenne doivent se munir du formulaire E112. Pour les patientes venant de pays n' appartenant pas à la Communauté européenne, il vous est demandé une avance des frais. Le coût moyen de la","plutôt non","","FR/Cancer du sein/Vulgarisation/page41","appartenant","",""
"718","DET Y appartenir à DET X","TYPE DE LIAISONS ENTRE PARTIES","Inclusion","est trop faible pour démontrer une diminution de la mortalité par cancer du sein par la prise préventive de tamoxifène chez les femmes à haut risque. Le raloxifène (Evista ™) Tout comme le tamoxifène, ce médicament appartenant aux « SERM » bloque l'effet des œstrogènes sur le tissu mammaire. Il est utilisé pour prévenir l'","oui","","FR/Cancer du sein/Vulgarisation/page53","appartenant","",""
"719","DET Y appartenir à DET X","TYPE DE LIAISONS ENTRE PARTIES","Inclusion","code pour les protéines constitutives du récepteur p185 de la famille des récepteurs de type I des facteurs de croissance cellulaire. « HER2 » est un récepteur fiché dans la paroi (transmembranaire) des cellules du sein qui appartient à la famille des facteurs de croissance épidermiques (EGF). Lorsque ce facteur de croissance est stimulé,","oui","","FR/Cancer du sein/Vulgarisation/page55","appartient","",""
"720","DET Y appartenir à DET X","TYPE DE LIAISONS ENTRE PARTIES","Inclusion",". Pour diminuer leur survenue, votre médecin vous proposera de prendre pendant quelques jours des médicaments anti-nauséeux (corticoïdes, Primpéran ™, Vogalène ™ ou sétrons). L’aprépitant (Emend ™), est un médicament appartenant à une nouvelle classe pharmacologique, les inhibiteurs des récepteurs NK1. Ce médicament, actif par voie orale,","oui","","FR/Cancer du sein/Vulgarisation/page56","appartenant","",""
"721","DET Y appartenir à DET X","TYPE DE LIAISONS ENTRE PARTIES","Inclusion","La forme pégylée du paclitaxel (Taxol ™), l’Abraxane ™, est déjà homologuée aux USA et en Europe pour le traitement des formes avancées de la maladie. L’ixabepilone (Ixempra ™) Cette molécule appartient à la famille des épothilones, molécules proches, en ce qui concerne leur mode d’action, des taxanes","oui","","FR/Cancer du sein/Vulgarisation/page58","appartient","",""
"722","DET Y appartenir à DET X","TYPE DE LIAISONS ENTRE PARTIES","Inclusion","anti-aromatase : Les inhibiteurs stéroïdiens de « 1ère génération » La découverte Un seul médicament est commercialisé ; c’est l'aminogluthétimide (Orimétène ™). Il s’agit d’un inhibiteur de structure chimique « non-stéroïdienne » qui appartient à la famille des glutaramides. Ce médicament fut, à l’origine, développé comme antiépileptique, mais les","oui","","FR/Cancer du sein/Vulgarisation/page59","appartient","",""
"723","DET Y appartenir à DET X","TYPE DE LIAISONS ENTRE PARTIES","Inclusion","dépistage du cancer du sein, est unegarantie supplémentaire de qualité et permet aux deux spécialistes de confronter leurs avis. En Pyrénées-Atlantiques, l'opération de double lecture est réalisée sur deux « mammolux » ou deuxlecteurs de mammographies appartenant au Centre PYRADEC. Cette lecture est faite sur les deuxsites de Pau et de Bayonne. Des médecins radiologues","plutôt oui","","FR/Cancer du sein/Vulgarisation/page60","appartenant","",""
